번호,시설명,주소
2939,빛오름지역아동센터,"경기도 파주시 조리읍 공릉장터길 30-1, 2층"
2940,동그라미지역아동센터,광주광역시 북구 북문대로33번길 27-8 (운암동)
2941,에벤에셀지역아동센터,강원도 춘천시 후만로116번길 5-4 (후평동)
2942,문화지역아동센터,"광주광역시 북구 월동로 50, 201호 (두암동, 무등파크2차 상가)"
2943,희망지역아동센터,"인천광역시 남동구 소래로669번길 30, 302호 (만수동)"
2944,세류,경기도 수원시 권선구 세권로108번길 33-4 (세류동)
2945,진주공부방지역아동센터,"인천광역시 서구 신진말로33번길 8-15, 2층층 (가좌동)"
2946,꿈이있는지역아동센터,경상남도 의령군 부림면 한지32길 20
2947,중앙지역아동센터,대전광역시 대덕구 덕암로246번길 15-5 (덕암동)
2948,겨레얼학교지역아동센터,서울특별시 양천구 가로공원로60길 15 (신월동)
2949,진해희망의집,경상남도 창원시 진해구 백구로6번길 6 (제황산동)
2950,충북희망원,충청북도 청주시 흥덕구 청주역로 567 (신촌동)
2951,비단산지역아동센터,"서울특별시 은평구 은평터널로 164 (신사동, 201호, 203호, 205호)"
2952,청주남부지역아동센터,"충청북도 청주시 서원구 수곡로 85, 2층 (수곡동)"
2953,밝은햇살지역아동센터,인천광역시 강화군 강화읍 북문길 6
2954,행복한 지역아동센터,"경상북도 칠곡군 약목면 관호9길 3, 2층"
2955,수정지역아동센터,"제주특별자치도 제주시 원당로 29, 1층 (삼양일동)"
2956,이리보육원,전라북도 익산시 익산대로33길 28 (신용동)
2957,꿈나무지역아동복지센터,경기도 부천시 평천로 730 (삼정동)
2958,늘해랑지역아동센터,광주광역시 북구 서방로63번길 64 (우산동)
2959,세계중앙지역아동센터,대전광역시 동구 계족로358번길 67 (성남동)
2960,비타민지역아동센터,"경상남도 양산시 동면 계석로 10, 103동 203호 (극동아파트)"
2961,늘조은지역아동센터,광주광역시 광산구 사암로24번길 60-10 (신촌동)
2962,베다니꿈나무지역아동센터,"서울특별시 양천구 남부순환로65길 12-2, 2층 (신월동)"
2963,위캔지역아동센터,"서울특별시 강서구 까치산로12길 8-16 (화곡동, 4층)"
2964,석적지역아동센터,경상북도 칠곡군 석적읍 유학로 86-8
2965,풍성한지역아동센터,세종특별자치시  연서면 당산로 391-24
2966,구세군오가지역아동센터,충청남도 예산군 오가면 원평1길 85
2967,나래울그룹홈,광주광역시 광산구 월곡중앙로34번길 20 (월곡동)
2968,명지꿈나무,경기도 남양주시 사릉로34번길 24 (금곡동)
2969,솔로몬지역아동센터,"광주광역시 북구 군왕로 69, 2층 (두암동)"
2970,양북지역아동센터,경상북도 경주시 양북면 어일중앙길 26-3
2971,범물지역아동센터,"대구광역시 수성구 지범로 248-12, 2층 (범물동)"
2972,까치둥지,"경상남도 사천시 정동면 읍동길 27, 103동동 506호호 (사천청구타운)"
2973,늘사랑아동센터,대전광역시 중구 학고개로34번길 33 (옥계동)
2974,멘토지역아동센터,서울특별시 금천구 독산로40길 26 (시흥동)
2975,마리지역아동센터,경상남도 거창군 마리면 빼재로 24
2976,산북 햇살나무 지역아동센터,"경상북도 문경시 산북면 한두리들길 10, 2층 (복지회관)"
2977,기쁨드림공동생활가정,"충청남도 천안시 동남구 풍세로 1010-31, 101동 804호 (청수동, 현대아파트)"
2978,문화마을,전라남도 고흥군 과역면 문화마을길 18-2
2979,외도지역아동센터,제주특별자치도 제주시 우정로11길 18 (외도일동)
2980,은가비지역아동센터,인천광역시 서구 건지로284번길 3-4 (가좌동)
2981,새비전지역아동센터,"서울특별시 송파구 거마로7길 44, 2층 (거여동)"
2982,드림홈스쿨,"서울특별시 금천구 가산로 106, 2층 202,203호 (가산동, 주상복합두산아파트)"
2983,비전스쿨지역아동센터,"서울특별시 은평구 가좌로7나길 17, 1층 (응암동)"
2984,레인보우그룹홈,"광주광역시 북구 유림로 175, 102동 1층 101호 (동림동, 삼익아파트)"
2985,맑은누리지역아동센터,"광주광역시 북구 하서로 393-9, 3층 (양산동, 동남아파트 사무동 3층 1호)"
2986,햇살지역아동센터,대구광역시 서구 국채보상로 165 (평리동)
2987,성지지역아동센터,충청북도 충주시 연원7길 41 (연수동)
2988,사랑지역아동센터,충청남도 당진시 고대면 고대로 292-3
2989,나눔꿈지역아동센터,"광주광역시 북구 중문로 55-1 (우산동, 우산주공아파트 상가 116호)"
2990,해달별지역아동센터,"경기도 의정부시 오목로 36, 106동 107호 (용현동, 현대1차아파트)"
2991,수지지역아동센터,경기도 용인시 수지구 문인로31번길 17-26 (풍덕천동)
2992,열린지역아동센터,경기도 의정부시 용민로122번길 36 (민락동)
2993,참좋은지역아동센터,"부산광역시 수영구 민락로34번길 25, 2층 (민락동)"
2994,늘푸른청소년미래,서울특별시 관악구 약수암1길 6-8 (신림동)
2995,흑석희망지역아동센터,"서울특별시 동작구 현충로 111, B동 402호 (흑석동, 명수대상가)"
2996,하버드지역아동센터,경기도 남양주시 진건읍 용정리 2층
2997,해오름터,"경기도 이천시 대월면 대월로 848, 105동 105호 (삼원아파트)"
2998,1318 해피존 희망꿈열기터,"충청남도 아산시 충무로82번길 24, 3층 (권곡동)"
2999,강서성결행복한홈스쿨,서울특별시 양천구 월정로19길 11 (신월동)
3000,현곡지역아동센터,"경상북도 경주시 현곡면 용담로 177, 상가 2층 202호 (우남시티빌)"
3001,보성 지역아동센터,전라남도 보성군 보성읍 신일길 10
3002,윈윈지역아동센터,경상남도 거창군 거창읍 동동2길 11-3
3003,한마음지역아동센터,경기도 광주시 초월읍 독고개길 24
3004,아이원지역아동센터,"전라북도 정읍시 조곡천1길 60-5, 2층 (시기동)"
3005,신나는지역아동센터,경기도 광주시 오포읍 양벌로 131-8
3006,동심지역아동센터,경기도 광주시 탄벌길 10 (탄벌동)
3007,포도나무지역아동센터,경상북도 의성군 금성면 탑리길 88
3008,감포지역아동센터,경상북도 경주시 감포읍 감포로9길 9
3009,새싹지역아동센터,경상남도 통영시 용남면 삼화음촌길 17
3010,명진들꽃사랑마을,서울특별시 강동구 구천면로68길 46 (천호동)
3011,장동지역아동센터,대전광역시 대덕구 산디로15번길 63 (장동)
3012,향림원,충청남도 금산군 추부면 추정리 185번지
3013,심향영육아원,강원도 원주시 호저면 대덕길 133
3014,힘찬키움지역아동센터,"경기도 광명시 광명로812번길 30, 2층 (광명동)"
3015,새힘지역아동센터,경기도 포천시 소흘읍 호국로481번길 17 (소망빌딩 2층)
3016,해님또래 지역아동센터,"강원도 춘천시 퇴계로146번길 8-8, 2층 (퇴계동)"
3017,대가야지역아동센터,경상북도 고령군 대가야읍 덕경길 24-3
3018,소망아동센터,강원도 강릉시 남산초교길12번길 12 (내곡동)
3019,LH행복꿈터에스라지역아동센터,경기도 화성시 향남읍 상신하길로356번길 15 (관리동 2층)
3020,샬롬지역아동센터,경기도 부천시 부일로356번길 28 (중동)
3021,용진육아원,광주광역시 광산구 복영길 24-19 (임곡동)
3022,천광원,대구광역시 북구 동북로 57 (산격동)
3023,여럿이함께지역아동센터,울산광역시 울주군 언양읍 북문8길 49 (언양초등학교 2층)
3024,신명보육원,인천광역시 부평구 경인로 749 (십정동)
3025,나사로청소년의 집,경기도 양주시 남면 휴암로 365-80
3026,임마누엘우리집,"경기도 연천군 전곡읍 선사로 419, 201동 2층 201호 (석미모닝파크)"
3027,연동지역아동센터,서울특별시 종로구 대학로3길 9 (연지동)
3028,초원지역아동센터,경상북도 경산시 진량읍 문천길 47
3029,나래지역아동센터,"인천광역시 남동구 백범로247번길 54 (구월동, 2층)"
3030,장위희망지역아동센터,서울특별시 성북구 장위로15길 48 (장위동)
3031,비전지역아동센터,"충청남도 서천군 서천읍 사곡로75번길 7, 301호 (정원아파트)"
3032,풍향지역아동센터,광주광역시 북구 두방길 1-1 (풍향동)
3033,꿈찬공동생활가정,"충청남도 천안시 서북구 미라15길 24, 102동 104호 (쌍용동, 대우타워아파트)"
3034,인재 지역아동센터,대구광역시 서구 문화로 321-1 (비산동)
3035,다복지역아동센터,경상남도 진주시 금산면 금산순환로56번길 14-7
3036,파랑새,"충청북도 청주시 상당구 중앙로61번길 39-12, 2층 (영동)"
3037,신안보육원,전라남도 신안군 압해읍 추섬길 213
3038,임마누엘영육아원,경상북도 김천시 한일길 17 (교동)
3039,제일지역아동센터,전라북도 익산시 함열읍 함열중앙로 71
3040,흑빛 지역아동센터,강원도 정선군 고한읍 고한10길 28-8
3041,하늘바라기집,강원도 태백시 장성1길 102-4 (장성동)
3042,권능아동센터,강원도 강릉시 경강로 2145-3 (옥천동)
3043,서진 지역아동센터,서울특별시 마포구 새터산길 72 (성산동)
3044,으뜸지역아동센터,전라북도 전주시 완산구 오두정길 33 (효자동1가)
3045,한사랑지역아동센터,"서울특별시 구로구 구로동로8길 56, 101호/201호 (구로동)"
3046,사회복지법인 소전원,전라남도 무안군 일로읍 일로중앙로 19-13
3047,참된지역아동센터,전라북도 익산시 배산로10길 14 (모현동1가)
3048,하성만나지역아동센터,경기도 김포시 하성면 애기봉로 824 (824 1층 (하성우체국))
3049,용산지역아동센터,대구광역시 달서구 용산로 198 (용산동)
3050,내촌지역아동센터,경기도 포천시 내촌면 내촌로 24-15
3051,지혜나무지역아동센타,경상북도 구미시 봉곡로18길 3 (봉곡동)
3052,비전스쿨지역아동센터,전라북도 군산시 나포면 서왕길 6-3
3053,통영한울타리,경상남도 통영시 봉수로 65 (봉평동)
3054,평창지역아동센터,강원도 평창군 평창읍 종부로 85
3055,꽃피는지역아동센터,전라남도 화순군 화순읍 일심4길 1-11
3056,솔샘나우리아동복지종합센터,인천광역시 미추홀구 인하로91번길 15 (용현동)
3057,마리스타 지역아동센터,서울특별시 마포구 토정로2길 37 (합정동)
3058,지니공부방지역아동센터,광주광역시 북구 중문로 90 (우산동)
3059,태안지역아동센터,충청남도 태안군 태안읍 대지길 2
3060,새제천지역아동센터,충청북도 제천시 하소로 29 (하소동)
3061,우리들지역아동센터,충청남도 아산시 온중로54번길 3 (용화동)
3062,낙안지역아동센터,전라남도 순천시 낙안면 삼일로 57
3063,신일 지역아동센터,서울특별시 서대문구 독립문로8길 107 (천연동)
3064,우리집원,부산광역시 동래구 우장춘로 208 (온천동)
3065,시정의 집,인천광역시 부평구 마장로269번길 91-61 (산곡동)
3066,초롱지역아동센터,대전광역시 동구 태전로 182 (삼성동)
3067,지예 지역아동센터,서울특별시 성북구 장위동 252-4번지
3068,남광아동복지원,부산광역시 금정구 중앙대로2349번길 3 (노포동)
3069,아이나라 지역아동센터,부산광역시 동래구 명안로71번길 5 (명장동)
3070,함사람지역아동센터,인천광역시 서구 건지로311번길 29 (석남동)
3071,영실애육원,충청북도 옥천군 옥천읍 대천길 35
3072,청양공부방지역아동센터,충청남도 청양군 청양읍 묵동길 45-9
3073,자혜,"경기도 안성시 공도읍 공도로 142, 118동 802호 (디자인시티블루밍)"
3074,푸르른지역아동센터,"경상북도 경주시 동천로39번길 2, 2,3층 (동천동)"
3075,전곡지역아동센터,"경기도 연천군 전곡읍 은전로91번길 64-18, 나동동 103호호 ((신양빌라1차))"
3076,아이소리지역아동센터,전라북도 군산시 경촌안2길 26-1 (경암동)
3077,중앙동푸른학교,경기도 용인시 처인구 금령로27번길 27 (김량장동)
3078,대해지역아동센터,경상북도 포항시 북구 삼흥로57번길 22-3 (장성동)
3079,상록지역아동복지센터,서울특별시 관악구 남현길 63 (남현동)
3080,한울타리지역아동센터,부산광역시 부산진구 서전로47번길 48 (전포동)
3081,살림지역아동센터,"경기도 의왕시 오전로 57, 201호 (오전동, 선경 무궁화상가)"
3082,섬기는지역아동센터,경기도 평택시 팽성읍 노성2길 138
3083,신암아이꿈 지역아동센터,"대구광역시 동구 아양로37길 89 (신암동, (2층))"
3084,증평지역아동센터,충청북도 증평군 증평읍 신교길 46
3085,중부지역아동센터,"대전광역시 중구 산성로57번길 57, 2, 3층 (산성동)"
3086,알찬지역아동센터,전라북도 김제시 도작2길 35-12 (신풍동)
3087,애신아동복지센터,경기도 동두천시 방죽로 30 (생연동)
3088,몰운대지역아동센터,부산광역시 사하구 다대로 702-2 (다대동)
3089,신애원,경기도 고양시 덕양구 통일로 43-168 (동산동)
3090,꿈동산지역아동센터,"대전광역시 동구 신안길 23, 2층 (신안동)"
3091,벧엘지역아동센터,"전라남도 고흥군 고흥읍 학교길 53-1, 1층"
3092,전남과학대학 지역아동센터,전라남도 곡성군 옥과면 대학로 113
3093,양포행복한홈스쿨,경상북도 포항시 남구 장기면 장기로2번길 2
3094,강릉보육원,강원도 강릉시 강변로 450 (입암동)
3095,북삼지역아동센터,경상북도 칠곡군 북삼읍 평원1길 27-12
3096,셀리지역아동센터,경상남도 진주시 석갑로84번길 14-1 (신안동)
3097,복된 해피스쿨 지역아동센터,충청북도 음성군 금왕읍 무극로 193-7
3098,웅천지역아동센터,경상남도 창원시 진해구 웅천중로44번길 10 (남문동)
3099,봉황지역아동센터,전라남도 나주시 봉황면 봉황로 714-1
3100,강경중앙지역아동센터,충청남도 논산시 강경읍 옥녀봉로27번길 4
3101,두드림지역아동센터(청소년공부방),"경기도 광명시 시청로 71-1, 2층 (철산동)"
3102,신성지역아동센터,"충청남도 천안시 서북구 성거읍 모시울2길 1, 2층"
3103,함께지역아동센터,"경기도 의정부시 능곡로 70, 107동 102호 (신곡동, 으뜸마을 신명아파트)"
3104,토마토지역아동센터,광주광역시 북구 면앙로 30 (용봉동)
3105,점암지역아동센터,전라남도 고흥군 점암면 점암학교길 16
3106,파랑지역아동센터,대전광역시 동구 동대전로284번길 55 (가양동)
3107,진해용원지역아동센터,경상남도 창원시 진해구 용원로 31 (용원동)
3108,개정지역아동센터,전라북도 군산시 아동남로 1 (개정동)
3109,웅동지역아동센터,"경상남도 창원시 진해구 안골로277번길 17 (안골동, 스타빌)"
3110,성실,경기도 의정부시 입석로 24 (가능동)
3111,하늘꿈터지역아동센터,경기도 구리시 경춘로248번길 59 (수택동)
3112,비젼지역아동센터,대구광역시 달성군 논공읍 논공중앙로22길 16
3113,레인보우 지역아동센터,충청남도 금산군 금산읍 비단로 191
3114,우애의 집,"서울특별시 성북구 장위로 31, 103호 (장위동, 신장위아파트)"
3115,참좋은우리집,"대구광역시 남구 중앙대로 126, 5층 (봉덕동)"
3116,행복플러스지역아동센터,"경기도 부천시 중동로147번길 15, 2층 (중동)"
3117,아이꿈터,전라남도 영광군 영광읍 양평리 336번지 1호
3118,누리봄 그룹홈,"광주광역시 남구 봉선2로 96-14, 202동 804호 (봉선동)"
3119,상동지역아동센터,대구광역시 수성구 수성로23길 54 (상동)
3120,봉남지역아동센터,전라북도 김제시 봉남면 남주1길 10
3121,수완지역아동센터,"광주광역시 광산구 풍영로330번길 34, 102동 1층 2호 (장덕동, 신안실크밸리아파트)"
3122,에이스지역아동센터,부산광역시 부산진구 가야대로703번나길 23 (당감동)
3123,아침해지역아동센터,전라북도 무주군 무풍면 현내로 235
3124,온누리지역아동센터,"충청남도 아산시 삼동로 106, 1층 (권곡동)"
3125,디딤돌지역아동센터,"광주광역시 북구 삼정로 71 (두암동, 부영APT 106-101)"
3126,나눔지역아동센터,"전라북도 정읍시 북면 정읍북로 631-23, 2층 202호"
3127,늘빛그룹홈,"광주광역시 광산구 수등로76번길 74, 112동 605호 (신가동, 수완 1단지 중흥에스클래스)"
3128,대전동부지역아동센터,대전광역시 동구 산내로 1295 (낭월동)
3129,독산1동지역아동센터,"서울특별시 금천구 벚꽃로 73, 306호 (독산동, 금천현대상가)"
3130,큰숲지역아동센터,광주광역시 광산구 임방울대로165번길 69-3 (운남동)
3131,기흥디딤돌 지역아동센터,"경기도 용인시 기흥구 한보라2로 168, 707동 1층 (공세동, 한보라마을휴먼시아)"
3132,삼익지역아동센터,"대구광역시 서구 평리로 236, 102동 1층 105호 (내당동, 삼익뉴타운아파트)"
3133,나름지역아동센터,경상남도 거창군 거창읍 하동1길 26
3134,중부지역아동센터,세종특별자치시  조치원읍 신흥고샅1길 10
3135,거제YMCA지역아동센터,"경상남도 거제시 국산로 167, 2층 208호 (옥포동, 영진엘르빌)"
3136,우성지역아동센터,"광주광역시 북구 면앙로32번길 1, 3층 (문흥동)"
3137,호산나 반석지역아동센터,"대전광역시 유성구 지족로 218-33, 2층층 (지족동)"
3138,비젼스쿨지역아동센터,충청남도 보령시 보령남로 40 (명천동)
3139,예향원,충청남도 아산시 신창면 온천대로 848-25
3140,둥지지역아동센터,대구광역시 서구 평리로55길 36 (평리동)
3141,아리솔지역아동센터,경상북도 문경시 산양면 산양로 109 (금천문화센터1층)
3142,수원나르샤,"경기도 수원시 팔달구 화양로38번길 54, 301호 (화서동)"
3143,이담 지역아동센터,경기도 동두천시 생연로 145-1 (생연동)
3144,사회복지법인 상생복지회 우리집,경기도 여주시 능서면 왕대리 972-4번지
3145,렘런트지역아동센터,전라남도 광양시 광양읍 용강1길 50
3146,한밭지역아동센터,대전광역시 대덕구 중리서로 81-1 (중리동)
3147,푸른꿈지역아동센터,충청북도 보은군 마로면 관기7길 6
3148,메아리 지역아동센터,"경상남도 창원시 의창구 의안로66번길 39, 202호 (소답동, 형제상가빌라)"
3149,오정동지역아동센터,경기도 부천시 상오정로 10 (오정동)
3150,천광지역아동센터,전라북도 익산시 동서로49길 23-13 (영등동)
3151,보현연꽃동산,경기도 양주시 백석읍 꿈나무로 311 (초록마을동화아파트 205동 101호)
3152,콩이네집,"경상남도 거제시 거제면 거제남서로 3862, 1층"
3153,인천보육원,인천광역시 미추홀구 매소홀로446번길 50 (학익동)
3154,전진상지역아동센터,서울특별시 금천구 탑골로3가길 22 (시흥동)
3155,성로육아원,경상남도 거제시 거제면 기성로5길 17
3156,큰소망지역아동센터,대구광역시 북구 팔거천동로4길 41-18 (구암동)
3157,샘동네지역아동센터,경상남도 창원시 마산회원구 회원북28길 95-1 (회원동)
3158,꿈나무집,강원도 태백시 황지로 51 (황지동)
3159,정산지역아동센터,충청남도 청양군 정산면 정현2길 22-7
3160,회화지역아동센터,"경상남도 고성군 회화면 관인로 3, 1층"
3161,가온지역아동센터,"전라북도 익산시 익산대로 214, 2층 (남중동)"
3162,지산지역아동센터,광주광역시 북구 지야길 41-2 (지야동)
3163,꿈바라기지역아동센터,전라남도 해남군 해남읍 서림길 5
3164,한빛지역아동센터,대구광역시 달성군 화원읍 성화로4길 8
3165,민들레,"충청북도 청주시 상당구 영운천로133번길 5-1, 301호 (용정동)"
3166,남원원광지역아동센터,전라북도 남원시 동충동 446번지 3호
3167,해맑은 지역아동센터,광주광역시 동구 밤실로4번길 16 (지산동)
3168,수정지역아동센터,부산광역시 동구 초량상로 151-5 (수정동)
3169,월야지역아동센터,전라남도 함평군 월야면 밀재로 1536
3170,봄의집,대구광역시 수성구 들안로16길 22 (두산동)
3171,반석지역아동센터,"경기도 시흥시 매화1로 22-3 (매화동, 2층)"
3172,로뎀나무지역아동센터,전라북도 전주시 덕진구 금상길 42 (산정동)
3173,아림지역아동센터,경상남도 거창군 거창읍 아림로2길 59-1
3174,파랑새지역아동센터,대전광역시 동구 백룡로48번길 79 (대동)
3175,숲속지역아동센터,경기도 광명시 금하로533번길 5 (소하동)
3176,흑석나눔지역아동센터,전라북도 전주시 완산구 흑석로 84-38 (서서학동)
3177,꼬예지역아동센터,전라남도 완도군 보길면 보길동로 38
3178,햇빛지역아동센터,"광주광역시 북구 임방울대로1041번길 6, 303호 (용두동, 양산타운아파트 상가동)"
3179,구세군대구지역아동센터,대구광역시 중구 경상감영길 39 (서문로1가)
3180,온누리지역아동센터,제주특별자치도 서귀포시 태평로512번길 9 (동홍동)
3181,반디지역아동센터,"인천광역시 미추홀구 인하로 366-1, 202호 (주안동)"
3182,하부지역아동센터,전라북도 정읍시 입암면 상부1길 7-4
3183,관산지역아동센터,"전라남도 장흥군 관산읍 관산로 121-17, 1동 1층 101호 (동산아파트)"
3184,햇살푸른지역아동센터,대구광역시 달성군 화원읍 인흥길 11
3185,온새미로 지역아동센터,"인천광역시 남동구 백범로226번길 35, 2층 (만수동)"
3186,살레시오방화동나눔의집,서울특별시 강서구 방화대로45길 56-4 (방화동)
3187,남대전지역아동센터,대전광역시 중구 학고개로34번길 57 (옥계동)
3188,구립월디지역아동센터,"인천광역시 중구 참외전로72번길 25, 3층 (전동)"
3189,참좋은지역아동센터,제주특별자치도 제주시 월랑로4길 25 (노형동)
3190,행복한1318,경기도 수원시 장안구 장안로 47 (영화동)
3191,영산포지역아동센터,전라남도 나주시 가마태길 38 (용산동)
3192,모전지역아동센터,경기도 이천시 백사면 청백리로158번길 54
3193,살레시오신월5동나눔의 집,"서울특별시 양천구 월정로 306, 103동 1층 5호 (신월동, 수명산 SK VIEW)"
3194,한사랑 지역아동센터,대전광역시 유성구 봉산로40번길 34 (봉산동)
3195,새싹지역아동센터,광주광역시 광산구 우산로95번길 57-13 (우산동)
3196,구세군아산지역아동센터,"충청남도 아산시 충무로82번길 24, 2층 (권곡동)"
3197,생명샘 지역아동센터,경기도 광명시 연서일로39번길 3-7 (철산동)
3198,산돌지역아동센터,전라남도 목포시 용당로 308 (용해동)
3199,해오름지역아동센터,강원도 동해시 선돌길 10 (구미동)
3200,으랏차차지역아동센터,경기도 안산시 상록구 송호5길 17 (이동)
3201,샬롬지역아동센터,"대전광역시 대덕구 계족로608번길 31, 2층 (법동)"
3202,황상지역아동센터,경상북도 구미시 검성로 103-2 (황상동)
3203,꿈둥지,"경기도 광명시 도덕로 56, 105동 705호 (광명동, 광명중앙하이츠아파트)"
3204,사임당지역아동센터,강원도 강릉시 새냉이길 36 (홍제동)
3205,감산지역아동센터,제주특별자치도 서귀포시 안덕면 감산중로 16-13
3206,새희망지역아동센터,"경기도 안산시 상록구 천문3길 4, 2층 (사동)"
3207,화목 지역아동 센터,부산광역시 동래구 명안로26번길 47 (안락동)
3208,선단 사랑의 집,경기도 포천시 삼육사로2111번길 34-15 (선단동)
3209,새움지역아동센터,대전광역시 동구 동부로73번길 43 (용운동)
3210,방학동 지역아동센터,"서울특별시 도봉구 시루봉로 88, 3층 (쌍문동)"
3211,아람청소년지역아동센터,경기도 용인시 처인구 양지면 양지로179번길 31
3212,다솜지역아동센터,충청북도 청주시 청원구 1순환로341번길 76 (내덕동)
3213,참사랑지역아동센터,경기도 안양시 만안구 삼덕로 93 (안양동)
3214,신나는효목지역아동센터,"대구광역시 동구 효동로 118 (효목동, 2층)"
3215,깨비지역아동센터,충청남도 천안시 서북구 봉정로 149 (성정동)
3216,참좋은지역아동센터,대구광역시 남구 중앙대로 126 (봉덕동)
3217,옥야지역아동센터,전라북도 익산시 옛둑2길 49 (동산동)
3218,사직지역아동센터,"광주광역시 남구 중앙로 58, 4층 (서동)"
3219,성체 지역아동센터,경기도 파주시 파평면 장마루13길 37-10
3220,둥지지역아동센터,"경기도 양주시 옥정동로8길 10, 4층 3호 (옥정동, 골드타워)"
3221,도란도란지역아동센터,충청남도 금산군 제원면 울바우1길 7-2
3222,죽청지역아동센터,전라남도 화순군 도곡면 상죽청길 24
3223,디딤돌지역아동센터,전라남도 화순군 화순읍 동헌길 6-2
3224,양강묵정지역아동센터,충청북도 영동군 양강면 묵정1길 10-4
3225,영암지역아동센터,전라남도 영암군 영암읍 역몰길 12
3226,상주아동복지센터,"경상북도 상주시 상산로 174 (신봉동, 현대아파트 상가2층)"
3227,신륵지역아동센터,경기도 여주시 세종로67번길 21-14 (홍문동)
3228,고부지역아동센터,전라북도 정읍시 고부면 교동2길 22-15
3229,한누리지역아동센터,전라북도 전주시 완산구 따박골5길 47 (중화산동2가)
3230,우수영지역아동센터,전라남도 해남군 문내면 명량로 195
3231,송암동산,경기도 시흥시 사미길 90 (거모동)
3232,해들누리,경상남도 진주시 도동로240번길 21-5 (하대동)
3233,선화지역아동센터,대전광역시 중구 선화로67번길 42 (선화동)
3234,참살이지역아동센터,"경상남도 창원시 진해구 충장로511번길 16 (풍호동, 3층)"
3235,장성지역아동센터,경상북도 포항시 북구 장량로 31 (장성동)
3236,토기장이지역아동센터,강원도 양구군 방산면 장거리길43번길 14
3237,장평지역아동센터,"경상남도 거제시 장평3로3길 3, 106동 301호 (장평동, 제니스타운)"
3238,운봉지역아동센터,전라북도 남원시 운봉읍 동천2길 13
3239,나누리지역아동센터,"광주광역시 북구 우치로 12, 2층 (중흥동)"
3240,신나는지역아동센터,"서울특별시 노원구 중계로14가길 29, 3층 (중계동)"
3241,성심효주의집,"서울특별시 서초구 동광로18길 64, 202호 (방배동, 그레이스빌라)"
3242,우리집3,"경기도 안산시 상록구 막고지1길 5, 401호 (본오동)"
3243,예닮지역아동센터,전라북도 남원시 큰들4길 6 (도통동)
3244,강진자비원,전라남도 강진군 강진읍 동성로 48
3245,동네학교,경기도 광명시 도덕공원로 71-1 (철산동)
3246,모나쉬지역아동센터,"경기도 부천시 고강로92번길 41 (고강동, 고강제일시장 6동 3층)"
3247,비금지역아동센터,전라남도 신안군 비금면 읍동길 34-2
3248,해맑은지역아동센터,"경기도 군포시 송부로291번안길 4-19 (부곡동, 1층)"
3249,솔로몬지역아동센터,충청남도 천안시 서북구 성정9길 10 (성정동)
3250,이삭지역아동센터,경상북도 포항시 남구 송림로103번길 4 (송도동)
3251,해맑은 지역아동센터,경상북도 포항시 북구 중앙로212번길 21 (죽도동)
3252,대경맘지역아동센터,"대구광역시 북구 팔거천서로35길 5, 2층 (읍내동)"
3253,간석3동청소년지역아동센터,"인천광역시 남동구 경인로742번길 42, 2층 (간석동)"
3254,군위지역아동센터,경상북도 군위군 군위읍 군청로 49-38
3255,자작나무,경상남도 김해시 삼안로279번길 9 (삼방동)
3256,꿈자람지역아동센터,경상북도 경주시 불국사초등길 17 (구정동)
3257,하나지역아동센터,"광주광역시 남구 백양로7번길 10, 3층 (백운동)"
3258,연성지역아동센터,"경기도 시흥시 하중로209번길 9, 206동 103호 (하중동, 참이슬아파트)"
3259,꿈둥지 지역아동센터,"서울특별시 관악구 쑥고개로 71 (봉천동, 2층)"
3260,구세군지역아동복지센터,서울특별시 서대문구 독립문로8길 41 (천연동)
3261,문산행복한홈스쿨,경기도 파주시 문산읍 독산로35번길 26
3262,슬기의 집,"서울특별시 성북구 장위로11길 10, 302호 (장위동, 광산아트맨션)"
3263,다니엘 지역아동센터,충청남도 아산시 서부북로 995-14 (배미동)
3264,꿈나무지역아동센터,"광주광역시 광산구 우산로 47, 302-1호 (우산동, (우산동 리버힐아파트 상가동))"
3265,희락원,부산광역시 금정구 노포사송로 169 (노포동)
3266,대구제일지역아동센터,대구광역시 달서구 학산로7길 84 (본동)
3267,이레지역아동센터,"서울특별시 은평구 연서로 35, 4층 (역촌동)"
3268,인애 지역아동센터,경상북도 포항시 남구 효자로118번길 25 (효자동)
3269,청북지역아동센터,충청북도 청주시 청원구 중앙로 209 (내덕동)
3270,아름다운지역아동센터,"서울특별시 송파구 중대로16길 9 (가락동, 3층)"
3271,엄사지역아동센터,충청남도 계룡시 엄사면 번영3길 73-7
3272,행복이가득한 지역아동센터,충청북도 증평군 증평읍 중앙로4길 24
3273,우림그룹홈,"전라북도 군산시 공단대로 54, 105동 1104호 (조촌동, 타워써미트)"
3274,혜성공동생활가정,광주광역시 남구 금화로 449-1 (월산동)
3275,동운지역아동센터,"광주광역시 북구 비엔날레로13번길 46-2, 1.2층 (운암동)"
3276,지역아동센터 비전스쿨,"경기도 오산시 초평로 37, 지하호 (서동)"
3277,따둥,"충청남도 아산시 문화로243번길 13, 101동 2층 202호 (권곡동, 삼부르네상스아파트)"
3278,양포지역아동센터,경상북도 구미시 흥안로2길 6-6 (옥계동)
3279,안나의 집,경기도 하남시 교산동 22번지 1호
3280,이삭의집 남자,"대전광역시 유성구 진잠로160번길 31-9, 4층 401,402호 (원내동, 청수빌라)"
